table_schema,table_name,column_name,data_type,is_nullable,column_default
public,ecom_settings,template_id,text,YES,'organic'::text
public,employees,id,integer,NO,nextval('employees_id_seq'::regclass)
public,employees,name,character varying,NO,null
public,employees,department,character varying,YES,null
public,employees,role,character varying,YES,null
public,employees,status,character varying,YES,'Active'::character varying
public,employees,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,employees,company_id,integer,YES,null
public,employees,created_by,uuid,YES,null
public,employees,updated_by,uuid,YES,null
public,employees,updated_at,timestamp with time zone,YES,now()
public,headless_configs,id,bigint,NO,null
public,headless_configs,company_id,bigint,YES,null
public,headless_configs,user_id,uuid,YES,null
public,headless_configs,api_key,uuid,YES,gen_random_uuid()
public,headless_configs,screen_id,text,NO,null
public,headless_configs,section_id,text,NO,null
public,headless_configs,mapping_config,jsonb,NO,null
public,headless_configs,is_active,boolean,YES,true
public,headless_configs,created_at,timestamp with time zone,YES,now()
public,headless_configs,created_by,uuid,YES,null
public,headless_configs,updated_by,uuid,YES,null
public,headless_configs,updated_at,timestamp with time zone,YES,now()
public,offers,id,integer,NO,nextval('offers_id_seq'::regclass)
public,offers,company_id,integer,YES,null
public,offers,title,character varying,NO,null
public,offers,description,text,YES,null
public,offers,type,character varying,NO,null
public,offers,discount_type,character varying,YES,'percentage'::character varying
public,offers,discount_value,numeric,YES,0
public,offers,badge_label,character varying,YES,null
public,offers,conditions,jsonb,YES,'{}'::jsonb
public,offers,starts_at,timestamp without time zone,YES,null
public,offers,ends_at,timestamp without time zone,YES,null
public,offers,priority,integer,YES,0
public,offers,is_active,boolean,YES,true
public,offers,created_at,timestamp without time zone,YES,now()
public,offers,created_by,uuid,YES,null
public,offers,updated_by,uuid,YES,null
public,offers,updated_at,timestamp with time zone,YES,now()
public,offers,image_url,text,YES,null
public,payment_gateways,id,bigint,NO,null
public,payment_gateways,company_id,bigint,YES,null
public,payment_gateways,user_id,uuid,YES,null
public,payment_gateways,gateway,text,NO,null
public,payment_gateways,display_name,text,YES,null
public,payment_gateways,is_active,boolean,YES,false
public,payment_gateways,is_test_mode,boolean,YES,true
public,payment_gateways,config,jsonb,YES,'{}'::jsonb
public,payment_gateways,created_at,timestamp with time zone,YES,now()
public,payment_gateways,created_by,uuid,YES,null
public,payment_gateways,updated_by,uuid,YES,null
public,payment_gateways,updated_at,timestamp with time zone,YES,now()
public,product_reviews,id,integer,NO,nextval('product_reviews_id_seq'::regclass)
public,product_reviews,company_id,integer,YES,null
public,product_reviews,product_id,integer,YES,null
public,product_reviews,order_id,integer,YES,null
public,product_reviews,customer_name,character varying,YES,null
public,product_reviews,customer_email,character varying,YES,null
public,product_reviews,rating,integer,YES,null
public,product_reviews,title,character varying,YES,null
public,product_reviews,body,text,YES,null
public,product_reviews,status,character varying,YES,'pending'::character varying
public,product_reviews,is_verified_purchase,boolean,YES,false
public,product_reviews,created_at,timestamp without time zone,YES,now()
public,product_reviews,created_by,uuid,YES,null
public,product_reviews,updated_by,uuid,YES,null
public,product_reviews,updated_at,timestamp with time zone,YES,now()
public,product_variants,id,bigint,NO,null
public,product_variants,company_id,bigint,YES,null
public,product_variants,user_id,uuid,YES,null
public,product_variants,product_id,bigint,YES,null
public,product_variants,name,text,NO,null
public,product_variants,sku,text,YES,null
public,product_variants,price,numeric,YES,null
public,product_variants,attributes_summary,text,YES,null
public,product_variants,stock_qty,integer,YES,0
public,product_variants,created_at,timestamp with time zone,YES,now()
public,product_variants,created_by,uuid,YES,null
public,product_variants,updated_by,uuid,YES,null
public,product_variants,updated_at,timestamp with time zone,YES,now()
public,product_variants,is_deleted,boolean,YES,false
public,product_variants,metadata,jsonb,YES,'{}'::jsonb
public,product_variants,image_url,text,YES,null
public,products,id,bigint,NO,null
public,products,company_id,bigint,YES,null
public,products,user_id,uuid,YES,null
public,products,name,text,NO,null
public,products,category,text,YES,null
public,products,sku,text,YES,null
public,products,rate,numeric,YES,0
public,products,price,numeric,YES,null
public,products,description,text,YES,null
public,products,image_url,text,YES,null
public,products,is_ecommerce,boolean,YES,true
public,products,is_featured,boolean,YES,false
public,products,is_best_seller,boolean,YES,false
public,products,status,text,YES,'active'::text
public,products,created_at,timestamp with time zone,YES,now()
public,products,category_id,bigint,YES,null
public,products,brand_id,bigint,YES,null
public,products,created_by,uuid,YES,null
public,products,updated_by,uuid,YES,null
public,products,updated_at,timestamp with time zone,YES,now()
public,products,cost_price,numeric,YES,0
public,products,compare_at_price,numeric,YES,null
public,products,metadata,jsonb,YES,'{}'::jsonb
public,products,weight,numeric,YES,null
public,products,weight_unit,text,YES,'kg'::text
public,products,is_deleted,boolean,YES,false
public,purchase_order_items,id,integer,NO,nextval('purchase_order_items_id_seq'::regclass)
public,purchase_order_items,po_id,integer,YES,null
public,purchase_order_items,product_id,integer,YES,null
public,purchase_order_items,description,text,YES,null
public,purchase_order_items,quantity,integer,NO,null
public,purchase_order_items,rate,numeric,NO,null
public,purchase_order_items,amount,numeric,NO,null
public,purchase_order_items,created_by,uuid,YES,null
public,purchase_order_items,updated_by,uuid,YES,null
public,purchase_order_items,updated_at,timestamp with time zone,YES,now()
public,purchase_orders,id,integer,NO,nextval('purchase_orders_id_seq'::regclass)
public,purchase_orders,po_number,character varying,NO,null
public,purchase_orders,vendor_name,character varying,YES,null
public,purchase_orders,date,date,YES,CURRENT_DATE
public,purchase_orders,status,character varying,YES,'Draft'::character varying
public,purchase_orders,total_amount,numeric,YES,0.00
public,purchase_orders,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,purchase_orders,company_id,integer,YES,null
public,purchase_orders,created_by,uuid,YES,null
public,purchase_orders,updated_by,uuid,YES,null
public,purchase_orders,updated_at,timestamp with time zone,YES,now()
public,quotation_items,id,integer,NO,nextval('quotation_items_id_seq'::regclass)
public,quotation_items,quotation_id,integer,YES,null
public,quotation_items,product_id,integer,YES,null
public,quotation_items,description,text,YES,null
public,quotation_items,quantity,integer,NO,null
public,quotation_items,rate,numeric,NO,null
public,quotation_items,amount,numeric,NO,null
public,quotation_items,created_by,uuid,YES,null
public,quotation_items,updated_by,uuid,YES,null
public,quotation_items,updated_at,timestamp with time zone,YES,now()
public,quotations,id,integer,NO,nextval('quotations_id_seq'::regclass)
public,quotations,quotation_number,character varying,NO,null
public,quotations,customer_id,integer,YES,null
public,quotations,date,date,YES,CURRENT_DATE
public,quotations,valid_until,date,YES,null
public,quotations,status,character varying,YES,'Draft'::character varying
public,quotations,currency,character varying,YES,'USD'::character varying
public,quotations,grand_total,numeric,YES,0.00
public,quotations,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,quotations,company_id,integer,YES,null
public,quotations,created_by,uuid,YES,null
public,quotations,updated_by,uuid,YES,null
public,quotations,updated_at,timestamp with time zone,YES,now()
public,refunds,id,integer,NO,nextval('refunds_id_seq'::regclass)
public,refunds,company_id,integer,YES,null
public,refunds,order_id,integer,YES,null
public,refunds,order_number,character varying,YES,null
public,refunds,customer_name,character varying,YES,null
public,refunds,amount,numeric,NO,null
public,refunds,reason,character varying,YES,null
public,refunds,description,text,YES,null
public,refunds,status,character varying,YES,'pending'::character varying
public,refunds,gateway_ref,character varying,YES,null
public,refunds,processed_at,timestamp without time zone,YES,null
public,refunds,created_at,timestamp without time zone,YES,now()
public,refunds,created_by,uuid,YES,null
public,refunds,updated_by,uuid,YES,null
public,refunds,updated_at,timestamp with time zone,YES,now()
public,role_permissions,id,integer,NO,nextval('role_permissions_id_seq'::regclass)
public,role_permissions,role_id,integer,YES,null
public,role_permissions,module_id,integer,YES,null
public,role_permissions,resource,character varying,NO,null
public,role_permissions,action,character varying,NO,null
public,role_permissions,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,role_permissions,created_by,uuid,YES,null
public,role_permissions,updated_by,uuid,YES,null
public,role_permissions,updated_at,timestamp with time zone,YES,now()
public,roles,id,integer,NO,nextval('roles_id_seq'::regclass)
public,roles,company_id,integer,YES,null
public,roles,name,character varying,NO,null
public,roles,description,text,YES,null
public,roles,is_system,boolean,YES,false
public,roles,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,roles,created_by,uuid,YES,null
public,roles,updated_by,uuid,YES,null
public,roles,updated_at,timestamp with time zone,YES,now()
public,sales_order_items,id,integer,NO,nextval('sales_order_items_id_seq'::regclass)
public,sales_order_items,order_id,integer,YES,null
public,sales_order_items,product_id,integer,YES,null
public,sales_order_items,description,text,YES,null
public,sales_order_items,quantity,integer,NO,null
public,sales_order_items,rate,numeric,NO,null
public,sales_order_items,amount,numeric,NO,null
public,sales_order_items,created_by,uuid,YES,null
public,sales_order_items,updated_by,uuid,YES,null
public,sales_order_items,updated_at,timestamp with time zone,YES,now()
public,sales_orders,id,integer,NO,nextval('sales_orders_id_seq'::regclass)
public,sales_orders,order_number,character varying,NO,null
public,sales_orders,customer_id,integer,YES,null
public,sales_orders,date,date,YES,CURRENT_DATE
public,sales_orders,delivery_date,date,YES,null
public,sales_orders,status,character varying,YES,'Draft'::character varying
public,sales_orders,total_amount,numeric,YES,0.00
public,sales_orders,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,sales_orders,company_id,integer,YES,null
public,sales_orders,created_by,uuid,YES,null
public,sales_orders,updated_by,uuid,YES,null
public,sales_orders,updated_at,timestamp with time zone,YES,now()
public,shipping_zones,id,integer,NO,nextval('shipping_zones_id_seq'::regclass)
public,shipping_zones,company_id,integer,YES,null
public,shipping_zones,name,character varying,NO,null
public,shipping_zones,states,jsonb,YES,'[]'::jsonb
public,shipping_zones,pincodes,jsonb,YES,'[]'::jsonb
public,shipping_zones,base_rate,numeric,YES,0
public,shipping_zones,free_above,numeric,YES,null
public,shipping_zones,estimated_days,character varying,YES,'3-5 days'::character varying
public,shipping_zones,courier_partner,character varying,YES,null
public,shipping_zones,is_active,boolean,YES,true
public,shipping_zones,created_at,timestamp without time zone,YES,now()
public,shipping_zones,created_by,uuid,YES,null
public,shipping_zones,updated_by,uuid,YES,null
public,shipping_zones,updated_at,timestamp with time zone,YES,now()
public,stock_entries,id,integer,NO,nextval('stock_entries_id_seq'::regclass)
public,stock_entries,entry_number,character varying,NO,null
public,stock_entries,type,character varying,YES,null
public,stock_entries,date,date,YES,CURRENT_DATE
public,stock_entries,status,character varying,YES,'Draft'::character varying
public,stock_entries,remarks,text,YES,null
public,stock_entries,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,stock_entries,company_id,integer,YES,null
public,stock_entries,created_by,uuid,YES,null
public,stock_entries,updated_by,uuid,YES,null
public,stock_entries,updated_at,timestamp with time zone,YES,now()
public,stock_entry_items,id,integer,NO,nextval('stock_entry_items_id_seq'::regclass)
public,stock_entry_items,entry_id,integer,YES,null
public,stock_entry_items,product_id,integer,YES,null
public,stock_entry_items,quantity,integer,NO,null
public,stock_entry_items,source_warehouse,character varying,YES,null
public,stock_entry_items,target_warehouse,character varying,YES,null
public,stock_entry_items,created_by,uuid,YES,null
public,stock_entry_items,updated_by,uuid,YES,null
public,stock_entry_items,updated_at,timestamp with time zone,YES,now()
public,subscription_plans,id,text,NO,null
public,subscription_plans,name,text,NO,null
public,subscription_plans,price_monthly,numeric,NO,null
public,subscription_plans,price_yearly,numeric,NO,null
public,subscription_plans,features,jsonb,YES,'[]'::jsonb
public,subscription_plans,is_active,boolean,YES,true
public,subscription_plans,created_at,timestamp with time zone,YES,now()
public,subscriptions,id,bigint,NO,null
public,subscriptions,company_id,bigint,YES,null
public,subscriptions,plan_id,text,YES,null
public,subscriptions,status,text,YES,'active'::text
public,subscriptions,billing_cycle,text,YES,'monthly'::text
public,subscriptions,current_period_start,timestamp with time zone,YES,now()
public,subscriptions,current_period_end,timestamp with time zone,YES,null
public,subscriptions,cancel_at_period_end,boolean,YES,false
public,subscriptions,created_at,timestamp with time zone,YES,now()
public,system_modules,id,bigint,NO,null
public,system_modules,name,text,NO,null
public,system_modules,is_core,boolean,YES,false
public,system_modules,created_at,timestamp with time zone,YES,now()
public,system_modules,created_by,uuid,YES,null
public,system_modules,updated_by,uuid,YES,null
public,system_modules,updated_at,timestamp with time zone,YES,now()
public,tenant_modules,id,integer,NO,nextval('tenant_modules_id_seq'::regclass)
public,tenant_modules,company_id,integer,YES,null
public,tenant_modules,module_id,integer,YES,null
public,tenant_modules,status,character varying,YES,'active'::character varying
public,tenant_modules,valid_until,timestamp without time zone,YES,null
public,tenant_modules,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,tenant_modules,created_by,uuid,YES,null
public,tenant_modules,updated_by,uuid,YES,null
public,tenant_modules,updated_at,timestamp with time zone,YES,now()
public,users,id,uuid,NO,gen_random_uuid()
public,users,username,text,NO,null
public,users,full_name,text,YES,null
public,users,avatar_url,text,YES,null
public,users,company_id,bigint,YES,null
public,users,is_super_admin,boolean,YES,false
public,users,created_at,timestamp with time zone,YES,now()
public,users,updated_at,timestamp with time zone,YES,now()
public,vendors,id,integer,NO,nextval('vendors_id_seq'::regclass)
public,vendors,name,character varying,NO,null
public,vendors,email,character varying,YES,null
public,vendors,payable,numeric,YES,0.00
public,vendors,status,character varying,YES,'Active'::character varying
public,vendors,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,vendors,company_id,integer,YES,null
public,vendors,created_by,uuid,YES,null
public,vendors,updated_by,uuid,YES,null
public,vendors,updated_at,timestamp with time zone,YES,now()
public,warehouses,id,integer,NO,nextval('warehouses_id_seq'::regclass)
public,warehouses,name,character varying,NO,null
public,warehouses,location,character varying,YES,null
public,warehouses,type,character varying,YES,'Storage'::character varying
public,warehouses,items_count,integer,YES,0
public,warehouses,status,character varying,YES,'Active'::character varying
public,warehouses,created_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
public,warehouses,company_id,integer,YES,null
public,warehouses,created_by,uuid,YES,null
public,warehouses,updated_by,uuid,YES,null
public,warehouses,updated_at,timestamp with time zone,YES,now()
realtime,messages,topic,text,NO,null
realtime,messages,extension,text,NO,null
realtime,messages,payload,jsonb,YES,null
realtime,messages,event,text,YES,null
realtime,messages,private,boolean,YES,false
realtime,messages,updated_at,timestamp without time zone,NO,now()
realtime,messages,inserted_at,timestamp without time zone,NO,now()
realtime,messages,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_27,topic,text,NO,null
realtime,messages_2026_02_27,extension,text,NO,null
realtime,messages_2026_02_27,payload,jsonb,YES,null
realtime,messages_2026_02_27,event,text,YES,null
realtime,messages_2026_02_27,private,boolean,YES,false
realtime,messages_2026_02_27,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_27,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_27,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_02_28,topic,text,NO,null
realtime,messages_2026_02_28,extension,text,NO,null
realtime,messages_2026_02_28,payload,jsonb,YES,null
realtime,messages_2026_02_28,event,text,YES,null
realtime,messages_2026_02_28,private,boolean,YES,false
realtime,messages_2026_02_28,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_28,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_02_28,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_03_01,topic,text,NO,null
realtime,messages_2026_03_01,extension,text,NO,null
realtime,messages_2026_03_01,payload,jsonb,YES,null
realtime,messages_2026_03_01,event,text,YES,null
realtime,messages_2026_03_01,private,boolean,YES,false
realtime,messages_2026_03_01,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_01,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_01,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_03_02,topic,text,NO,null
realtime,messages_2026_03_02,extension,text,NO,null
realtime,messages_2026_03_02,payload,jsonb,YES,null
realtime,messages_2026_03_02,event,text,YES,null
realtime,messages_2026_03_02,private,boolean,YES,false
realtime,messages_2026_03_02,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_02,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_02,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_03_03,topic,text,NO,null
realtime,messages_2026_03_03,extension,text,NO,null
realtime,messages_2026_03_03,payload,jsonb,YES,null
realtime,messages_2026_03_03,event,text,YES,null
realtime,messages_2026_03_03,private,boolean,YES,false
realtime,messages_2026_03_03,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_03,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_03,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_03_04,topic,text,NO,null
realtime,messages_2026_03_04,extension,text,NO,null
realtime,messages_2026_03_04,payload,jsonb,YES,null
realtime,messages_2026_03_04,event,text,YES,null
realtime,messages_2026_03_04,private,boolean,YES,false
realtime,messages_2026_03_04,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_04,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_04,id,uuid,NO,gen_random_uuid()
realtime,messages_2026_03_05,topic,text,NO,null
realtime,messages_2026_03_05,extension,text,NO,null
realtime,messages_2026_03_05,payload,jsonb,YES,null
realtime,messages_2026_03_05,event,text,YES,null
realtime,messages_2026_03_05,private,boolean,YES,false
realtime,messages_2026_03_05,updated_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_05,inserted_at,timestamp without time zone,NO,now()
realtime,messages_2026_03_05,id,uuid,NO,gen_random_uuid()
realtime,schema_migrations,version,bigint,NO,null
realtime,schema_migrations,inserted_at,timestamp without time zone,YES,null
realtime,subscription,id,bigint,NO,null
realtime,subscription,subscription_id,uuid,NO,null
realtime,subscription,entity,regclass,NO,null
realtime,subscription,filters,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,claims,jsonb,NO,null
realtime,subscription,claims_role,regrole,NO,null
realtime,subscription,created_at,timestamp without time zone,NO,"timezone('utc'::text, now())"
realtime,subscription,action_filter,text,YES,'*'::text
storage,buckets,id,text,NO,null
storage,buckets,name,text,NO,null
storage,buckets,owner,uuid,YES,null
storage,buckets,created_at,timestamp with time zone,YES,now()
storage,buckets,updated_at,timestamp with time zone,YES,now()
storage,buckets,public,boolean,YES,false
storage,buckets,avif_autodetection,boolean,YES,false
storage,buckets,file_size_limit,bigint,YES,null
storage,buckets,allowed_mime_types,ARRAY,YES,null
storage,buckets,owner_id,text,YES,null
storage,buckets,type,USER-DEFINED,NO,'STANDARD'::storage.buckettype
storage,buckets_analytics,name,text,NO,null
storage,buckets_analytics,type,USER-DEFINED,NO,'ANALYTICS'::storage.buckettype
storage,buckets_analytics,format,text,NO,'ICEBERG'::text
storage,buckets_analytics,created_at,timestamp with time zone,NO,now()
storage,buckets_analytics,updated_at,timestamp with time zone,NO,now()
storage,buckets_analytics,id,uuid,NO,gen_random_uuid()
storage,buckets_analytics,deleted_at,timestamp with time zone,YES,null
storage,buckets_vectors,id,text,NO,null
storage,buckets_vectors,type,USER-DEFINED,NO,'VECTOR'::storage.buckettype
storage,buckets_vectors,created_at,timestamp with time zone,NO,now()
storage,buckets_vectors,updated_at,timestamp with time zone,NO,now()
storage,migrations,id,integer,NO,null
storage,migrations,name,character varying,NO,null
storage,migrations,hash,character varying,NO,null
storage,migrations,executed_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
storage,objects,id,uuid,NO,gen_random_uuid()
storage,objects,bucket_id,text,YES,null
storage,objects,name,text,YES,null
storage,objects,owner,uuid,YES,null
storage,objects,created_at,timestamp with time zone,YES,now()
storage,objects,updated_at,timestamp with time zone,YES,now()
storage,objects,last_accessed_at,timestamp with time zone,YES,now()
storage,objects,metadata,jsonb,YES,null
storage,objects,path_tokens,ARRAY,YES,null
storage,objects,version,text,YES,null
storage,objects,owner_id,text,YES,null
storage,objects,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads,id,text,NO,null
storage,s3_multipart_uploads,in_progress_size,bigint,NO,0
storage,s3_multipart_uploads,upload_signature,text,NO,null
storage,s3_multipart_uploads,bucket_id,text,NO,null
storage,s3_multipart_uploads,key,text,NO,null
storage,s3_multipart_uploads,version,text,NO,null
storage,s3_multipart_uploads,owner_id,text,YES,null
storage,s3_multipart_uploads,created_at,timestamp with time zone,NO,now()
storage,s3_multipart_uploads,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads_parts,id,uuid,NO,gen_random_uuid()
storage,s3_multipart_uploads_parts,upload_id,text,NO,null
storage,s3_multipart_uploads_parts,size,bigint,NO,0
storage,s3_multipart_uploads_parts,part_number,integer,NO,null
storage,s3_multipart_uploads_parts,bucket_id,text,NO,null
storage,s3_multipart_uploads_parts,key,text,NO,null
storage,s3_multipart_uploads_parts,etag,text,NO,null
storage,s3_multipart_uploads_parts,owner_id,text,YES,null
storage,s3_multipart_uploads_parts,version,text,NO,null
storage,s3_multipart_uploads_parts,created_at,timestamp with time zone,NO,now()
storage,vector_indexes,id,text,NO,gen_random_uuid()
storage,vector_indexes,name,text,NO,null
storage,vector_indexes,bucket_id,text,NO,null
storage,vector_indexes,data_type,text,NO,null
storage,vector_indexes,dimension,integer,NO,null
storage,vector_indexes,distance_metric,text,NO,null
storage,vector_indexes,metadata_configuration,jsonb,YES,null
storage,vector_indexes,created_at,timestamp with time zone,NO,now()
storage,vector_indexes,updated_at,timestamp with time zone,NO,now()
vault,decrypted_secrets,id,uuid,YES,null
vault,decrypted_secrets,name,text,YES,null
vault,decrypted_secrets,description,text,YES,null
vault,decrypted_secrets,secret,text,YES,null
vault,decrypted_secrets,decrypted_secret,text,YES,null
vault,decrypted_secrets,key_id,uuid,YES,null
vault,decrypted_secrets,nonce,bytea,YES,null
vault,decrypted_secrets,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,updated_at,timestamp with time zone,YES,null
vault,secrets,id,uuid,NO,gen_random_uuid()
vault,secrets,name,text,YES,null
vault,secrets,description,text,NO,''::text
vault,secrets,secret,text,NO,null
vault,secrets,key_id,uuid,YES,null
vault,secrets,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
